timestamp,minChannelLoad
2024-07-25 01:40:37,.85108
2024-07-25 01:40:38,.85327
2024-07-25 01:40:39,.85145
2024-07-25 01:40:40,.85714
2024-07-25 01:40:41,.86451
2024-07-25 01:40:42,.86059
2024-07-25 01:40:43,.85859
2024-07-25 01:40:44,.86118
2024-07-25 01:40:45,.86193
2024-07-25 01:40:46,.86380
2024-07-25 01:40:47,.86116
2024-07-25 01:40:48,.86276
2024-07-25 01:40:50,.86454
2024-07-25 01:40:51,.86351
2024-07-25 01:40:52,.86394
2024-07-25 01:40:53,.87619
2024-07-25 01:40:54,.86593
2024-07-25 01:40:55,.86980
2024-07-25 01:40:56,.86733
2024-07-25 01:40:57,.86880
2024-07-25 01:40:58,.87031
2024-07-25 01:40:59,.87212
2024-07-25 01:41:00,.86956
2024-07-25 01:41:01,.86928
2024-07-25 01:41:02,.87463
2024-07-25 01:41:03,.87140
2024-07-25 01:41:05,.87188
2024-07-25 01:41:06,.87160
2024-07-25 01:41:07,.87330
2024-07-25 01:41:08,.87226
2024-07-25 01:41:09,.87463
2024-07-25 01:41:10,.88003
2024-07-25 01:41:11,.87579
2024-07-25 01:41:12,.87604
2024-07-25 01:41:13,.87842
2024-07-25 01:41:14,.87755
2024-07-25 01:41:15,.87704
2024-07-25 01:41:16,.88143
2024-07-25 01:41:17,.87945
2024-07-25 01:41:18,.88155
2024-07-25 01:41:19,.88568
2024-07-25 01:41:21,.88450
2024-07-25 01:41:22,.88187
2024-07-25 01:41:23,.88517
2024-07-25 01:41:24,.88715
2024-07-25 01:41:25,.88391
2024-07-25 01:41:26,.87852
2024-07-25 01:41:27,.86948
2024-07-25 01:41:28,.86388
2024-07-25 01:41:29,.86376
2024-07-25 01:41:30,.86308
2024-07-25 01:41:31,.86672
2024-07-25 01:41:33,.86679
2024-07-25 01:41:34,.86916
2024-07-25 01:41:35,.86783
2024-07-25 01:41:36,.87270
2024-07-25 01:41:37,.87153
2024-07-25 01:41:38,.87262
2024-07-25 01:41:39,.87043
2024-07-25 01:41:40,.87428
2024-07-25 01:41:41,.87251
2024-07-25 01:41:42,.87317
2024-07-25 01:41:43,.86756
2024-07-25 01:41:44,.85114
2024-07-25 01:41:45,.85339
2024-07-25 01:41:46,.85330
