timestamp,minChannelLoad
2024-07-25 01:37:25,.10210
2024-07-25 01:37:26,.19575
2024-07-25 01:37:27,.20579
2024-07-25 01:37:29,.23864
2024-07-25 01:37:30,.85024
2024-07-25 01:37:31,.83783
2024-07-25 01:37:32,.84088
2024-07-25 01:37:33,.83864
2024-07-25 01:37:34,.84165
2024-07-25 01:37:35,.84393
2024-07-25 01:37:36,.84296
2024-07-25 01:37:37,.84519
2024-07-25 01:37:38,.84489
2024-07-25 01:37:39,.84600
2024-07-25 01:37:40,.84942
2024-07-25 01:37:41,.84711
2024-07-25 01:37:42,.85106
2024-07-25 01:37:43,.84711
2024-07-25 01:37:44,.85178
2024-07-25 01:37:45,.85412
2024-07-25 01:37:46,.84918
2024-07-25 01:37:47,.85370
2024-07-25 01:37:48,.85424
2024-07-25 01:37:49,.85452
2024-07-25 01:37:50,.85948
2024-07-25 01:37:51,.85907
2024-07-25 01:37:52,.86028
2024-07-25 01:37:53,.85906
2024-07-25 01:37:54,.86003
2024-07-25 01:37:56,.86223
2024-07-25 01:37:57,.86319
2024-07-25 01:37:58,.86333
2024-07-25 01:37:59,.86246
2024-07-25 01:38:00,.86564
2024-07-25 01:38:01,.86743
2024-07-25 01:38:02,.86788
2024-07-25 01:38:03,.86826
2024-07-25 01:38:04,.87115
2024-07-25 01:38:05,.87115
2024-07-25 01:38:06,.87140
2024-07-25 01:38:07,.87319
2024-07-25 01:38:08,.87512
2024-07-25 01:38:09,.87596
2024-07-25 01:38:10,.87643
2024-07-25 01:38:11,.87776
2024-07-25 01:38:12,.87559
2024-07-25 01:38:13,.87969
2024-07-25 01:38:14,.88257
2024-07-25 01:38:15,.88026
2024-07-25 01:38:16,.88365
2024-07-25 01:38:17,.88450
2024-07-25 01:38:18,.88483
2024-07-25 01:38:19,.87186
2024-07-25 01:38:21,.88291
2024-07-25 01:38:22,.86985
2024-07-25 01:38:23,.84652
2024-07-25 01:38:24,.85014
2024-07-25 01:38:25,.85081
2024-07-25 01:38:26,.84585
2024-07-25 01:38:27,.84401
2024-07-25 01:38:28,.85067
2024-07-25 01:38:29,.84711
2024-07-25 01:38:30,.85135
2024-07-25 01:38:31,.85604
2024-07-25 01:38:32,.58445
2024-07-25 01:38:33,.15444
2024-07-25 01:38:34,.13243
2024-07-25 01:38:35,.16986
