timestamp,minChannelLoad
2024-07-25 01:34:06,.04982
2024-07-25 01:34:07,.01576
2024-07-25 01:34:09,.41213
2024-07-25 01:34:10,.83882
2024-07-25 01:34:11,.84873
2024-07-25 01:34:12,.86050
2024-07-25 01:34:13,.86635
2024-07-25 01:34:14,.87361
2024-07-25 01:34:15,.87385
2024-07-25 01:34:16,.87362
2024-07-25 01:34:17,.86200
2024-07-25 01:34:18,.86839
2024-07-25 01:34:19,.87873
2024-07-25 01:34:21,.88144
2024-07-25 01:34:22,.87137
2024-07-25 01:34:23,.86550
2024-07-25 01:34:24,.87728
2024-07-25 01:34:25,.88046
2024-07-25 01:34:26,.87704
2024-07-25 01:34:27,.86141
2024-07-25 01:34:28,.86515
2024-07-25 01:34:29,.87271
2024-07-25 01:34:30,.87415
2024-07-25 01:34:31,.87409
2024-07-25 01:34:32,.86001
2024-07-25 01:34:33,.87031
2024-07-25 01:34:35,.87862
2024-07-25 01:34:36,.87545
2024-07-25 01:34:37,.86288
2024-07-25 01:34:38,.86425
2024-07-25 01:34:39,.87820
2024-07-25 01:34:40,.87820
2024-07-25 01:34:41,.87256
2024-07-25 01:34:42,.86359
2024-07-25 01:34:43,.87341
2024-07-25 01:34:44,.88054
2024-07-25 01:34:45,.87167
2024-07-25 01:34:47,.86153
2024-07-25 01:34:48,.86877
2024-07-25 01:34:49,.88090
2024-07-25 01:34:50,.87873
2024-07-25 01:34:51,.86550
2024-07-25 01:34:52,.86334
2024-07-25 01:34:53,.87228
2024-07-25 01:34:54,.87465
2024-07-25 01:34:55,.88143
2024-07-25 01:34:56,.86070
2024-07-25 01:34:57,.86684
2024-07-25 01:34:59,.88224
2024-07-25 01:35:00,.86606
2024-07-25 01:35:01,.87314
2024-07-25 01:35:02,.87170
2024-07-25 01:35:03,.87847
2024-07-25 01:35:04,.87330
2024-07-25 01:35:05,.87362
2024-07-25 01:35:06,.86880
2024-07-25 01:35:07,.87608
2024-07-25 01:35:08,.87692
2024-07-25 01:35:09,.88405
2024-07-25 01:35:10,.82520
2024-07-25 01:35:12,.03885
2024-07-25 01:35:13,.00998
