timestamp,minChannelLoad
2024-07-25 01:35:51,.15199
2024-07-25 01:35:52,.23025
2024-07-25 01:35:53,.22468
2024-07-25 01:35:54,.20038
2024-07-25 01:35:55,.19130
2024-07-25 01:35:56,.56702
2024-07-25 01:35:57,.79749
2024-07-25 01:35:58,.80019
2024-07-25 01:35:59,.79731
2024-07-25 01:36:00,.80173
2024-07-25 01:36:01,.80038
2024-07-25 01:36:02,.79363
2024-07-25 01:36:03,.80135
2024-07-25 01:36:04,.80461
2024-07-25 01:36:05,.80713
2024-07-25 01:36:06,.80346
2024-07-25 01:36:08,.80595
2024-07-25 01:36:09,.80480
2024-07-25 01:36:10,.80422
2024-07-25 01:36:11,.80384
2024-07-25 01:36:12,.80461
2024-07-25 01:36:13,.80307
2024-07-25 01:36:14,.80478
2024-07-25 01:36:15,.79768
2024-07-25 01:36:16,.80326
2024-07-25 01:36:17,.80405
2024-07-25 01:36:18,.80172
2024-07-25 01:36:19,.80345
2024-07-25 01:36:20,.80576
2024-07-25 01:36:21,.80288
2024-07-25 01:36:22,.80115
2024-07-25 01:36:23,.80441
2024-07-25 01:36:24,.80211
2024-07-25 01:36:25,.80307
2024-07-25 01:36:26,.80403
2024-07-25 01:36:27,.80308
2024-07-25 01:36:28,.80153
2024-07-25 01:36:29,.80386
2024-07-25 01:36:30,.80192
2024-07-25 01:36:31,.80345
2024-07-25 01:36:32,.80038
2024-07-25 01:36:34,.80115
2024-07-25 01:36:35,.79652
2024-07-25 01:36:36,.80135
2024-07-25 01:36:37,.80422
2024-07-25 01:36:38,.80424
2024-07-25 01:36:39,.79692
2024-07-25 01:36:40,.80211
2024-07-25 01:36:41,.80000
2024-07-25 01:36:42,.80173
2024-07-25 01:36:43,.80424
2024-07-25 01:36:44,.80192
2024-07-25 01:36:45,.80038
2024-07-25 01:36:46,.80346
2024-07-25 01:36:47,.80289
2024-07-25 01:36:48,.80154
2024-07-25 01:36:49,.80154
2024-07-25 01:36:50,.80441
2024-07-25 01:36:51,.80019
2024-07-25 01:36:52,.80115
2024-07-25 01:36:53,.80250
2024-07-25 01:36:54,.80211
2024-07-25 01:36:55,.79633
2024-07-25 01:36:56,.79923
2024-07-25 01:36:57,.67533
2024-07-25 01:36:58,.11174
2024-07-25 01:37:00,.10789
2024-07-25 01:37:01,.10821
2024-07-25 01:37:02,.11100
2024-07-25 01:37:03,.11567
2024-07-25 01:37:04,.11849
2024-07-25 01:37:05,.05202
2024-07-25 01:37:06,.05442
2024-07-25 01:37:07,.01070
