20241108085048,10.1.1.10,48154,10.1.1.11,5001,1,0.0-1.0,401160,3209280
20241108085048,10.1.1.10,48166,10.1.1.11,5001,2,0.0-1.0,111560,892480
20241108085048,10.1.1.10,0,10.1.1.11,5001,-1,0.0-1.0,512720,4101760
20241108085049,10.1.1.10,48154,10.1.1.11,5001,1,1.0-2.0,409784,3278272
20241108085049,10.1.1.10,48166,10.1.1.11,5001,2,1.0-2.0,76744,613952
20241108085049,10.1.1.10,0,10.1.1.11,5001,-1,1.0-2.0,486528,3892224
20241108085050,10.1.1.10,48154,10.1.1.11,5001,1,2.0-3.0,411232,3289856
20241108085050,10.1.1.10,48166,10.1.1.11,5001,2,2.0-3.0,98464,787712
20241108085050,10.1.1.10,0,10.1.1.11,5001,-1,2.0-3.0,509696,4077568
20241108085051,10.1.1.10,48154,10.1.1.11,5001,1,3.0-4.0,498112,3984896
20241108085051,10.1.1.10,48166,10.1.1.11,5001,2,3.0-4.0,78192,625536
20241108085051,10.1.1.10,0,10.1.1.11,5001,-1,3.0-4.0,576304,4610432
20241108085052,10.1.1.10,48154,10.1.1.11,5001,1,4.0-5.0,663184,5305472
20241108085052,10.1.1.10,48166,10.1.1.11,5001,2,4.0-5.0,40544,324352
20241108085052,10.1.1.10,0,10.1.1.11,5001,-1,4.0-5.0,703728,5629824
20241108085053,10.1.1.10,48154,10.1.1.11,5001,1,5.0-6.0,561824,4494592
20241108085053,10.1.1.10,48166,10.1.1.11,5001,2,5.0-6.0,59368,474944
20241108085053,10.1.1.10,0,10.1.1.11,5001,-1,5.0-6.0,621192,4969536
20241108085054,10.1.1.10,48154,10.1.1.11,5001,1,6.0-7.0,800744,6405952
20241108085054,10.1.1.10,48166,10.1.1.11,5001,2,6.0-7.0,20272,162176
20241108085054,10.1.1.10,0,10.1.1.11,5001,-1,6.0-7.0,821016,6568128
20241108085055,10.1.1.10,48154,10.1.1.11,5001,1,7.0-8.0,731240,5849920
20241108085055,10.1.1.10,48166,10.1.1.11,5001,2,7.0-8.0,59368,474944
20241108085055,10.1.1.10,0,10.1.1.11,5001,-1,7.0-8.0,790608,6324864
20241108085056,10.1.1.10,48154,10.1.1.11,5001,1,8.0-9.0,914332,7314656
20241108085056,10.1.1.10,48166,10.1.1.11,5001,2,8.0-9.0,49232,393856
20241108085056,10.1.1.10,0,10.1.1.11,5001,-1,8.0-9.0,963564,7708512
20241108085057,10.1.1.10,48154,10.1.1.11,5001,1,9.0-10.0,642268,5138144
20241108085057,10.1.1.10,48166,10.1.1.11,5001,2,9.0-10.0,40544,324352
20241108085057,10.1.1.10,0,10.1.1.11,5001,-1,9.0-10.0,682812,5462496
20241108085058,10.1.1.10,48154,10.1.1.11,5001,1,10.0-11.0,593680,4749440
20241108085058,10.1.1.10,48166,10.1.1.11,5001,2,10.0-11.0,97016,776128
20241108085058,10.1.1.10,0,10.1.1.11,5001,-1,10.0-11.0,690696,5525568
20241108085059,10.1.1.10,48154,10.1.1.11,5001,1,11.0-12.0,584992,4679936
20241108085059,10.1.1.10,48166,10.1.1.11,5001,2,11.0-12.0,69504,556032
20241108085059,10.1.1.10,0,10.1.1.11,5001,-1,11.0-12.0,654496,5235968
20241108085100,10.1.1.10,48154,10.1.1.11,5001,1,12.0-13.0,444536,3556288
20241108085100,10.1.1.10,48166,10.1.1.11,5001,2,12.0-13.0,79640,637120
20241108085100,10.1.1.10,0,10.1.1.11,5001,-1,12.0-13.0,524176,4193408
20241108085101,10.1.1.10,48154,10.1.1.11,5001,1,13.0-14.0,616848,4934784
20241108085101,10.1.1.10,48166,10.1.1.11,5001,2,13.0-14.0,44888,359104
20241108085101,10.1.1.10,0,10.1.1.11,5001,-1,13.0-14.0,661736,5293888
20241108085102,10.1.1.10,48154,10.1.1.11,5001,1,14.0-15.0,732688,5861504
20241108085102,10.1.1.10,48166,10.1.1.11,5001,2,14.0-15.0,26064,208512
20241108085102,10.1.1.10,0,10.1.1.11,5001,-1,14.0-15.0,758752,6070016
20241108085103,10.1.1.10,48154,10.1.1.11,5001,1,15.0-16.0,910792,7286336
20241108085103,10.1.1.10,48166,10.1.1.11,5001,2,15.0-16.0,21720,173760
20241108085103,10.1.1.10,0,10.1.1.11,5001,-1,15.0-16.0,932512,7460096
20241108085104,10.1.1.10,48154,10.1.1.11,5001,1,16.0-17.0,834048,6672384
20241108085104,10.1.1.10,48166,10.1.1.11,5001,2,16.0-17.0,44888,359104
20241108085104,10.1.1.10,0,10.1.1.11,5001,-1,16.0-17.0,878936,7031488
20241108085105,10.1.1.10,48154,10.1.1.11,5001,1,17.0-18.0,695040,5560320
20241108085105,10.1.1.10,48166,10.1.1.11,5001,2,17.0-18.0,33304,266432
20241108085105,10.1.1.10,0,10.1.1.11,5001,-1,17.0-18.0,728344,5826752
20241108085106,10.1.1.10,48154,10.1.1.11,5001,1,18.0-19.0,651600,5212800
20241108085106,10.1.1.10,48166,10.1.1.11,5001,2,18.0-19.0,107152,857216
20241108085106,10.1.1.10,0,10.1.1.11,5001,-1,18.0-19.0,758752,6070016
20241108085107,10.1.1.10,48154,10.1.1.11,5001,1,19.0-20.0,558928,4471424
20241108085107,10.1.1.10,48166,10.1.1.11,5001,2,19.0-20.0,55024,440192
20241108085107,10.1.1.10,0,10.1.1.11,5001,-1,19.0-20.0,613952,4911616
20241108085108,10.1.1.10,48154,10.1.1.11,5001,1,20.0-21.0,631328,5050624
20241108085108,10.1.1.10,48166,10.1.1.11,5001,2,20.0-21.0,46336,370688
20241108085108,10.1.1.10,0,10.1.1.11,5001,-1,20.0-21.0,677664,5421312
20241108085109,10.1.1.10,48154,10.1.1.11,5001,1,21.0-22.0,818120,6544960
20241108085109,10.1.1.10,48166,10.1.1.11,5001,2,21.0-22.0,28960,231680
20241108085109,10.1.1.10,0,10.1.1.11,5001,-1,21.0-22.0,847080,6776640
20241108085110,10.1.1.10,48154,10.1.1.11,5001,1,22.0-23.0,897760,7182080
20241108085110,10.1.1.10,48166,10.1.1.11,5001,2,22.0-23.0,40544,324352
20241108085110,10.1.1.10,0,10.1.1.11,5001,-1,22.0-23.0,938304,7506432
20241108085111,10.1.1.10,48154,10.1.1.11,5001,1,23.0-24.0,899208,7193664
20241108085111,10.1.1.10,48166,10.1.1.11,5001,2,23.0-24.0,34752,278016
20241108085111,10.1.1.10,0,10.1.1.11,5001,-1,23.0-24.0,933960,7471680
20241108085112,10.1.1.10,48154,10.1.1.11,5001,1,24.0-25.0,600920,4807360
20241108085112,10.1.1.10,48166,10.1.1.11,5001,2,24.0-25.0,27512,220096
20241108085112,10.1.1.10,0,10.1.1.11,5001,-1,24.0-25.0,628432,5027456
20241108085113,10.1.1.10,48154,10.1.1.11,5001,1,25.0-26.0,765992,6127936
20241108085113,10.1.1.10,48166,10.1.1.11,5001,2,25.0-26.0,24616,196928
20241108085113,10.1.1.10,0,10.1.1.11,5001,-1,25.0-26.0,790608,6324864
20241108085114,10.1.1.10,48154,10.1.1.11,5001,1,26.0-27.0,699384,5595072
20241108085114,10.1.1.10,48166,10.1.1.11,5001,2,26.0-27.0,31856,254848
20241108085114,10.1.1.10,0,10.1.1.11,5001,-1,26.0-27.0,731240,5849920
20241108085115,10.1.1.10,48154,10.1.1.11,5001,1,27.0-28.0,910792,7286336
20241108085115,10.1.1.10,48166,10.1.1.11,5001,2,27.0-28.0,28960,231680
20241108085115,10.1.1.10,0,10.1.1.11,5001,-1,27.0-28.0,939752,7518016
20241108085116,10.1.1.10,48154,10.1.1.11,5001,1,28.0-29.0,845632,6765056
20241108085116,10.1.1.10,48166,10.1.1.11,5001,2,28.0-29.0,14480,115840
20241108085116,10.1.1.10,0,10.1.1.11,5001,-1,28.0-29.0,860112,6880896
20241108085117,10.1.1.10,48154,10.1.1.11,5001,1,29.0-30.0,902104,7216832
20241108085117,10.1.1.10,48166,10.1.1.11,5001,2,29.0-30.0,26064,208512
20241108085117,10.1.1.10,0,10.1.1.11,5001,-1,29.0-30.0,928168,7425344
20241108085118,10.1.1.10,48154,10.1.1.11,5001,1,30.0-31.0,692144,5537152
20241108085118,10.1.1.10,48166,10.1.1.11,5001,2,30.0-31.0,52128,417024
20241108085118,10.1.1.10,0,10.1.1.11,5001,-1,30.0-31.0,744272,5954176
20241108085119,10.1.1.10,48154,10.1.1.11,5001,1,31.0-32.0,803640,6429120
20241108085119,10.1.1.10,48166,10.1.1.11,5001,2,31.0-32.0,49232,393856
20241108085119,10.1.1.10,0,10.1.1.11,5001,-1,31.0-32.0,852872,6822976
20241108085120,10.1.1.10,48154,10.1.1.11,5001,1,32.0-33.0,842736,6741888
20241108085120,10.1.1.10,48166,10.1.1.11,5001,2,32.0-33.0,50680,405440
20241108085120,10.1.1.10,0,10.1.1.11,5001,-1,32.0-33.0,893416,7147328
20241108085121,10.1.1.10,48154,10.1.1.11,5001,1,33.0-34.0,797848,6382784
20241108085121,10.1.1.10,48166,10.1.1.11,5001,2,33.0-34.0,39096,312768
20241108085121,10.1.1.10,0,10.1.1.11,5001,-1,33.0-34.0,836944,6695552
20241108085122,10.1.1.10,48154,10.1.1.11,5001,1,34.0-35.0,579200,4633600
20241108085122,10.1.1.10,48166,10.1.1.11,5001,2,34.0-35.0,78192,625536
20241108085122,10.1.1.10,0,10.1.1.11,5001,-1,34.0-35.0,657392,5259136
20241108085123,10.1.1.10,48154,10.1.1.11,5001,1,35.0-36.0,809432,6475456
20241108085123,10.1.1.10,48166,10.1.1.11,5001,2,35.0-36.0,8688,69504
20241108085123,10.1.1.10,0,10.1.1.11,5001,-1,35.0-36.0,818120,6544960
20241108085124,10.1.1.10,48154,10.1.1.11,5001,1,36.0-37.0,748616,5988928
