20241107145223,10.1.1.10,40110,10.1.1.11,5001,1,0.0-1.0,596640,4773120
20241107145223,10.1.1.10,44378,10.1.1.11,5001,2,0.0-1.0,133280,1066240
20241107145223,10.1.1.10,0,10.1.1.11,5001,-1,0.0-1.0,729920,5839360
20241107145224,10.1.1.10,40110,10.1.1.11,5001,1,1.0-2.0,547344,4378752
20241107145224,10.1.1.10,44378,10.1.1.11,5001,2,1.0-2.0,117288,938304
20241107145224,10.1.1.10,0,10.1.1.11,5001,-1,1.0-2.0,664632,5317056
20241107145225,10.1.1.10,40110,10.1.1.11,5001,1,2.0-3.0,616848,4934784
20241107145225,10.1.1.10,44378,10.1.1.11,5001,2,2.0-3.0,110048,880384
20241107145225,10.1.1.10,0,10.1.1.11,5001,-1,2.0-3.0,726896,5815168
20241107145226,10.1.1.10,40110,10.1.1.11,5001,1,3.0-4.0,571960,4575680
20241107145226,10.1.1.10,44378,10.1.1.11,5001,2,3.0-4.0,133216,1065728
20241107145226,10.1.1.10,0,10.1.1.11,5001,-1,3.0-4.0,705176,5641408
20241107145227,10.1.1.10,40110,10.1.1.11,5001,1,4.0-5.0,532864,4262912
20241107145227,10.1.1.10,44378,10.1.1.11,5001,2,4.0-5.0,162176,1297408
20241107145227,10.1.1.10,0,10.1.1.11,5001,-1,4.0-5.0,695040,5560320
20241107145228,10.1.1.10,40110,10.1.1.11,5001,1,5.0-6.0,608160,4865280
20241107145228,10.1.1.10,44378,10.1.1.11,5001,2,5.0-6.0,124528,996224
20241107145228,10.1.1.10,0,10.1.1.11,5001,-1,5.0-6.0,732688,5861504
20241107145229,10.1.1.10,40110,10.1.1.11,5001,1,6.0-7.0,595128,4761024
20241107145229,10.1.1.10,44378,10.1.1.11,5001,2,6.0-7.0,127424,1019392
20241107145229,10.1.1.10,0,10.1.1.11,5001,-1,6.0-7.0,722552,5780416
20241107145230,10.1.1.10,40110,10.1.1.11,5001,1,7.0-8.0,634224,5073792
20241107145230,10.1.1.10,44378,10.1.1.11,5001,2,7.0-8.0,95568,764544
20241107145230,10.1.1.10,0,10.1.1.11,5001,-1,7.0-8.0,729792,5838336
20241107145231,10.1.1.10,40110,10.1.1.11,5001,1,8.0-9.0,589980,4719840
20241107145231,10.1.1.10,44378,10.1.1.11,5001,2,8.0-9.0,149144,1193152
20241107145231,10.1.1.10,0,10.1.1.11,5001,-1,8.0-9.0,739124,5912992
20241107145232,10.1.1.10,40110,10.1.1.11,5001,1,9.0-10.0,578556,4628448
20241107145232,10.1.1.10,44378,10.1.1.11,5001,2,9.0-10.0,159280,1274240
20241107145232,10.1.1.10,0,10.1.1.11,5001,-1,9.0-10.0,737836,5902688
20241107145233,10.1.1.10,40110,10.1.1.11,5001,1,10.0-11.0,573408,4587264
20241107145233,10.1.1.10,44378,10.1.1.11,5001,2,10.0-11.0,146248,1169984
20241107145233,10.1.1.10,0,10.1.1.11,5001,-1,10.0-11.0,719656,5757248
20241107145234,10.1.1.10,40110,10.1.1.11,5001,1,11.0-12.0,611056,4888448
20241107145234,10.1.1.10,44378,10.1.1.11,5001,2,11.0-12.0,118736,949888
20241107145234,10.1.1.10,0,10.1.1.11,5001,-1,11.0-12.0,729792,5838336
20241107145235,10.1.1.10,40110,10.1.1.11,5001,1,12.0-13.0,625536,5004288
20241107145235,10.1.1.10,44378,10.1.1.11,5001,2,12.0-13.0,120184,961472
20241107145235,10.1.1.10,0,10.1.1.11,5001,-1,12.0-13.0,745720,5965760
20241107145236,10.1.1.10,40110,10.1.1.11,5001,1,13.0-14.0,603816,4830528
20241107145236,10.1.1.10,44378,10.1.1.11,5001,2,13.0-14.0,160728,1285824
20241107145236,10.1.1.10,0,10.1.1.11,5001,-1,13.0-14.0,764544,6116352
20241107145237,10.1.1.10,40110,10.1.1.11,5001,1,14.0-15.0,605264,4842112
20241107145237,10.1.1.10,44378,10.1.1.11,5001,2,14.0-15.0,166520,1332160
20241107145237,10.1.1.10,0,10.1.1.11,5001,-1,14.0-15.0,771784,6174272
20241107145238,10.1.1.10,40110,10.1.1.11,5001,1,15.0-16.0,628432,5027456
20241107145238,10.1.1.10,44378,10.1.1.11,5001,2,15.0-16.0,83984,671872
20241107145238,10.1.1.10,0,10.1.1.11,5001,-1,15.0-16.0,712416,5699328
20241107145239,10.1.1.10,40110,10.1.1.11,5001,1,16.0-17.0,666080,5328640
20241107145239,10.1.1.10,44378,10.1.1.11,5001,2,16.0-17.0,125976,1007808
20241107145239,10.1.1.10,0,10.1.1.11,5001,-1,16.0-17.0,792056,6336448
20241107145240,10.1.1.10,40110,10.1.1.11,5001,1,17.0-18.0,613148,4905184
20241107145240,10.1.1.10,44378,10.1.1.11,5001,2,17.0-18.0,162176,1297408
20241107145240,10.1.1.10,0,10.1.1.11,5001,-1,17.0-18.0,775324,6202592
20241107145241,10.1.1.10,40110,10.1.1.11,5001,1,18.0-19.0,665436,5323488
20241107145241,10.1.1.10,44378,10.1.1.11,5001,2,18.0-19.0,92672,741376
20241107145241,10.1.1.10,0,10.1.1.11,5001,-1,18.0-19.0,758108,6064864
20241107145242,10.1.1.10,40110,10.1.1.11,5001,1,19.0-20.0,668172,5345376
20241107145242,10.1.1.10,44378,10.1.1.11,5001,2,19.0-20.0,110048,880384
20241107145242,10.1.1.10,0,10.1.1.11,5001,-1,19.0-20.0,778220,6225760
20241107145243,10.1.1.10,40110,10.1.1.11,5001,1,20.0-21.0,690052,5520416
20241107145243,10.1.1.10,44378,10.1.1.11,5001,2,20.0-21.0,91224,729792
20241107145243,10.1.1.10,0,10.1.1.11,5001,-1,20.0-21.0,781276,6250208
20241107145244,10.1.1.10,40110,10.1.1.11,5001,1,21.0-22.0,678308,5426464
20241107145244,10.1.1.10,44378,10.1.1.11,5001,2,21.0-22.0,98464,787712
20241107145244,10.1.1.10,0,10.1.1.11,5001,-1,21.0-22.0,776772,6214176
20241107145245,10.1.1.10,40110,10.1.1.11,5001,1,22.0-23.0,692948,5543584
20241107145245,10.1.1.10,44378,10.1.1.11,5001,2,22.0-23.0,107152,857216
20241107145245,10.1.1.10,0,10.1.1.11,5001,-1,22.0-23.0,800100,6400800
20241107145246,10.1.1.10,40110,10.1.1.11,5001,1,23.0-24.0,684904,5479232
20241107145246,10.1.1.10,44378,10.1.1.11,5001,2,23.0-24.0,99912,799296
20241107145246,10.1.1.10,0,10.1.1.11,5001,-1,23.0-24.0,784816,6278528
20241107145247,10.1.1.10,40110,10.1.1.11,5001,1,24.0-25.0,708716,5669728
20241107145247,10.1.1.10,44378,10.1.1.11,5001,2,24.0-25.0,76744,613952
20241107145247,10.1.1.10,0,10.1.1.11,5001,-1,24.0-25.0,785460,6283680
20241107145248,10.1.1.10,40110,10.1.1.11,5001,1,25.0-26.0,704532,5636256
20241107145248,10.1.1.10,44378,10.1.1.11,5001,2,25.0-26.0,94120,752960
20241107145248,10.1.1.10,0,10.1.1.11,5001,-1,25.0-26.0,798652,6389216
20241107145249,10.1.1.10,40110,10.1.1.11,5001,1,26.0-27.0,705176,5641408
20241107145249,10.1.1.10,44378,10.1.1.11,5001,2,26.0-27.0,108600,868800
