20240724212816,192.168.100.25,50690,192.168.100.26,5001,1,0.0-1.0,383784,3070272
20240724212816,192.168.100.25,50694,192.168.100.26,5001,2,0.0-1.0,392472,3139776
20240724212816,192.168.100.25,0,192.168.100.26,5001,-1,0.0-1.0,776256,6210048
20240724212817,192.168.100.25,50690,192.168.100.26,5001,1,1.0-2.0,447432,3579456
20240724212817,192.168.100.25,50694,192.168.100.26,5001,2,1.0-2.0,437296,3498368
20240724212817,192.168.100.25,0,192.168.100.26,5001,-1,1.0-2.0,884728,7077824
20240724212818,192.168.100.25,50690,192.168.100.26,5001,1,2.0-3.0,437296,3498368
20240724212818,192.168.100.25,50694,192.168.100.26,5001,2,2.0-3.0,432952,3463616
20240724212818,192.168.100.25,0,192.168.100.26,5001,-1,2.0-3.0,870248,6961984
20240724212819,192.168.100.25,50690,192.168.100.26,5001,1,3.0-4.0,438744,3509952
20240724212819,192.168.100.25,50694,192.168.100.26,5001,2,3.0-4.0,435848,3486784
20240724212819,192.168.100.25,0,192.168.100.26,5001,-1,3.0-4.0,874592,6996736
20240724212820,192.168.100.25,50690,192.168.100.26,5001,1,4.0-5.0,438744,3509952
20240724212820,192.168.100.25,50694,192.168.100.26,5001,2,4.0-5.0,444536,3556288
20240724212820,192.168.100.25,0,192.168.100.26,5001,-1,4.0-5.0,883280,7066240
20240724212821,192.168.100.25,50690,192.168.100.26,5001,1,5.0-6.0,440192,3521536
20240724212821,192.168.100.25,50694,192.168.100.26,5001,2,5.0-6.0,432952,3463616
20240724212821,192.168.100.25,0,192.168.100.26,5001,-1,5.0-6.0,873144,6985152
20240724212822,192.168.100.25,50690,192.168.100.26,5001,1,6.0-7.0,438744,3509952
20240724212822,192.168.100.25,50694,192.168.100.26,5001,2,6.0-7.0,431504,3452032
20240724212822,192.168.100.25,0,192.168.100.26,5001,-1,6.0-7.0,870248,6961984
20240724212823,192.168.100.25,50690,192.168.100.26,5001,1,7.0-8.0,441640,3533120
20240724212823,192.168.100.25,50694,192.168.100.26,5001,2,7.0-8.0,435848,3486784
20240724212823,192.168.100.25,0,192.168.100.26,5001,-1,7.0-8.0,877488,7019904
20240724212824,192.168.100.25,50690,192.168.100.26,5001,1,8.0-9.0,444536,3556288
20240724212824,192.168.100.25,50694,192.168.100.26,5001,2,8.0-9.0,444536,3556288
20240724212824,192.168.100.25,0,192.168.100.26,5001,-1,8.0-9.0,889072,7112576
20240724212825,192.168.100.25,50690,192.168.100.26,5001,1,9.0-10.0,435848,3486784
20240724212825,192.168.100.25,50694,192.168.100.26,5001,2,9.0-10.0,434400,3475200
20240724212825,192.168.100.25,0,192.168.100.26,5001,-1,9.0-10.0,870248,6961984
20240724212826,192.168.100.25,50690,192.168.100.26,5001,1,10.0-11.0,438744,3509952
20240724212826,192.168.100.25,50694,192.168.100.26,5001,2,10.0-11.0,447432,3579456
20240724212826,192.168.100.25,0,192.168.100.26,5001,-1,10.0-11.0,886176,7089408
20240724212827,192.168.100.25,50690,192.168.100.26,5001,1,11.0-12.0,427160,3417280
20240724212827,192.168.100.25,50694,192.168.100.26,5001,2,11.0-12.0,437296,3498368
20240724212827,192.168.100.25,0,192.168.100.26,5001,-1,11.0-12.0,864456,6915648
20240724212828,192.168.100.25,50690,192.168.100.26,5001,1,12.0-13.0,453224,3625792
20240724212828,192.168.100.25,50694,192.168.100.26,5001,2,12.0-13.0,444536,3556288
20240724212828,192.168.100.25,0,192.168.100.26,5001,-1,12.0-13.0,897760,7182080
20240724212829,192.168.100.25,50690,192.168.100.26,5001,1,13.0-14.0,425712,3405696
20240724212829,192.168.100.25,50694,192.168.100.26,5001,2,13.0-14.0,434400,3475200
20240724212829,192.168.100.25,0,192.168.100.26,5001,-1,13.0-14.0,860112,6880896
20240724212830,192.168.100.25,50690,192.168.100.26,5001,1,14.0-15.0,440192,3521536
20240724212830,192.168.100.25,50694,192.168.100.26,5001,2,14.0-15.0,432952,3463616
20240724212830,192.168.100.25,0,192.168.100.26,5001,-1,14.0-15.0,873144,6985152
20240724212831,192.168.100.25,50690,192.168.100.26,5001,1,15.0-16.0,438744,3509952
20240724212831,192.168.100.25,50694,192.168.100.26,5001,2,15.0-16.0,438744,3509952
20240724212831,192.168.100.25,0,192.168.100.26,5001,-1,15.0-16.0,877488,7019904
20240724212832,192.168.100.25,50690,192.168.100.26,5001,1,16.0-17.0,443088,3544704
20240724212832,192.168.100.25,50694,192.168.100.26,5001,2,16.0-17.0,441640,3533120
20240724212832,192.168.100.25,0,192.168.100.26,5001,-1,16.0-17.0,884728,7077824
20240724212833,192.168.100.25,50690,192.168.100.26,5001,1,17.0-18.0,437296,3498368
20240724212833,192.168.100.25,50694,192.168.100.26,5001,2,17.0-18.0,440192,3521536
20240724212833,192.168.100.25,0,192.168.100.26,5001,-1,17.0-18.0,877488,7019904
20240724212834,192.168.100.25,50690,192.168.100.26,5001,1,18.0-19.0,434400,3475200
20240724212834,192.168.100.25,50694,192.168.100.26,5001,2,18.0-19.0,440192,3521536
20240724212834,192.168.100.25,0,192.168.100.26,5001,-1,18.0-19.0,874592,6996736
20240724212835,192.168.100.25,50690,192.168.100.26,5001,1,19.0-20.0,432952,3463616
20240724212835,192.168.100.25,50694,192.168.100.26,5001,2,19.0-20.0,432952,3463616
20240724212835,192.168.100.25,0,192.168.100.26,5001,-1,19.0-20.0,865904,6927232
20240724212836,192.168.100.25,50690,192.168.100.26,5001,1,20.0-21.0,435848,3486784
20240724212836,192.168.100.25,50694,192.168.100.26,5001,2,20.0-21.0,438744,3509952
20240724212836,192.168.100.25,0,192.168.100.26,5001,-1,20.0-21.0,874592,6996736
20240724212837,192.168.100.25,50690,192.168.100.26,5001,1,21.0-22.0,438744,3509952
20240724212837,192.168.100.25,50694,192.168.100.26,5001,2,21.0-22.0,438744,3509952
20240724212837,192.168.100.25,0,192.168.100.26,5001,-1,21.0-22.0,877488,7019904
20240724212838,192.168.100.25,50690,192.168.100.26,5001,1,22.0-23.0,434400,3475200
20240724212838,192.168.100.25,50694,192.168.100.26,5001,2,22.0-23.0,432952,3463616
20240724212838,192.168.100.25,0,192.168.100.26,5001,-1,22.0-23.0,867352,6938816
20240724212839,192.168.100.25,50690,192.168.100.26,5001,1,23.0-24.0,441640,3533120
20240724212839,192.168.100.25,50694,192.168.100.26,5001,2,23.0-24.0,437296,3498368
20240724212839,192.168.100.25,0,192.168.100.26,5001,-1,23.0-24.0,878936,7031488
20240724212840,192.168.100.25,50690,192.168.100.26,5001,1,24.0-25.0,428608,3428864
20240724212840,192.168.100.25,50694,192.168.100.26,5001,2,24.0-25.0,430056,3440448
20240724212840,192.168.100.25,0,192.168.100.26,5001,-1,24.0-25.0,858664,6869312
20240724212841,192.168.100.25,50690,192.168.100.26,5001,1,25.0-26.0,431504,3452032
20240724212841,192.168.100.25,50694,192.168.100.26,5001,2,25.0-26.0,432952,3463616
20240724212841,192.168.100.25,0,192.168.100.26,5001,-1,25.0-26.0,864456,6915648
20240724212842,192.168.100.25,50690,192.168.100.26,5001,1,26.0-27.0,440192,3521536
20240724212842,192.168.100.25,50694,192.168.100.26,5001,2,26.0-27.0,437296,3498368
20240724212842,192.168.100.25,0,192.168.100.26,5001,-1,26.0-27.0,877488,7019904
20240724212843,192.168.100.25,50690,192.168.100.26,5001,1,27.0-28.0,428608,3428864
20240724212843,192.168.100.25,50694,192.168.100.26,5001,2,27.0-28.0,434400,3475200
20240724212843,192.168.100.25,0,192.168.100.26,5001,-1,27.0-28.0,863008,6904064
20240724212844,192.168.100.25,50690,192.168.100.26,5001,1,28.0-29.0,434400,3475200
20240724212844,192.168.100.25,50694,192.168.100.26,5001,2,28.0-29.0,443088,3544704
20240724212844,192.168.100.25,0,192.168.100.26,5001,-1,28.0-29.0,877488,7019904
20240724212845,192.168.100.25,50690,192.168.100.26,5001,1,29.0-30.0,434400,3475200
20240724212845,192.168.100.25,50694,192.168.100.26,5001,2,29.0-30.0,435848,3486784
20240724212845,192.168.100.25,0,192.168.100.26,5001,-1,29.0-30.0,870248,6961984
20240724212846,192.168.100.25,50690,192.168.100.26,5001,1,30.0-31.0,441640,3533120
20240724212846,192.168.100.25,50694,192.168.100.26,5001,2,30.0-31.0,443088,3544704
20240724212846,192.168.100.25,0,192.168.100.26,5001,-1,30.0-31.0,884728,7077824
20240724212847,192.168.100.25,50690,192.168.100.26,5001,1,31.0-32.0,443088,3544704
20240724212847,192.168.100.25,50694,192.168.100.26,5001,2,31.0-32.0,438744,3509952
20240724212847,192.168.100.25,0,192.168.100.26,5001,-1,31.0-32.0,881832,7054656
20240724212848,192.168.100.25,50690,192.168.100.26,5001,1,32.0-33.0,435848,3486784
20240724212848,192.168.100.25,50694,192.168.100.26,5001,2,32.0-33.0,428608,3428864
20240724212848,192.168.100.25,0,192.168.100.26,5001,-1,32.0-33.0,864456,6915648
20240724212849,192.168.100.25,50690,192.168.100.26,5001,1,33.0-34.0,434400,3475200
20240724212849,192.168.100.25,50694,192.168.100.26,5001,2,33.0-34.0,444536,3556288
20240724212849,192.168.100.25,0,192.168.100.26,5001,-1,33.0-34.0,878936,7031488
20240724212850,192.168.100.25,50690,192.168.100.26,5001,1,34.0-35.0,438744,3509952
20240724212850,192.168.100.25,50694,192.168.100.26,5001,2,34.0-35.0,438744,3509952
20240724212850,192.168.100.25,0,192.168.100.26,5001,-1,34.0-35.0,877488,7019904
20240724212851,192.168.100.25,50690,192.168.100.26,5001,1,35.0-36.0,435848,3486784
20240724212851,192.168.100.25,50694,192.168.100.26,5001,2,35.0-36.0,434400,3475200
20240724212851,192.168.100.25,0,192.168.100.26,5001,-1,35.0-36.0,870248,6961984
20240724212852,192.168.100.25,50690,192.168.100.26,5001,1,36.0-37.0,434400,3475200
20240724212852,192.168.100.25,50694,192.168.100.26,5001,2,36.0-37.0,437296,3498368
20240724212852,192.168.100.25,0,192.168.100.26,5001,-1,36.0-37.0,871696,6973568
20240724212853,192.168.100.25,50690,192.168.100.26,5001,1,37.0-38.0,435848,3486784
20240724212853,192.168.100.25,50694,192.168.100.26,5001,2,37.0-38.0,440192,3521536
20240724212853,192.168.100.25,0,192.168.100.26,5001,-1,37.0-38.0,876040,7008320
20240724212854,192.168.100.25,50690,192.168.100.26,5001,1,38.0-39.0,435848,3486784
20240724212854,192.168.100.25,50694,192.168.100.26,5001,2,38.0-39.0,434400,3475200
20240724212854,192.168.100.25,0,192.168.100.26,5001,-1,38.0-39.0,870248,6961984
20240724212855,192.168.100.25,50690,192.168.100.26,5001,1,39.0-40.0,434400,3475200
20240724212855,192.168.100.25,50694,192.168.100.26,5001,2,39.0-40.0,444536,3556288
20240724212855,192.168.100.25,0,192.168.100.26,5001,-1,39.0-40.0,878936,7031488
20240724212856,192.168.100.25,50690,192.168.100.26,5001,1,40.0-41.0,434400,3475200
20240724212856,192.168.100.25,50694,192.168.100.26,5001,2,40.0-41.0,440192,3521536
20240724212856,192.168.100.25,0,192.168.100.26,5001,-1,40.0-41.0,874592,6996736
20240724212857,192.168.100.25,50690,192.168.100.26,5001,1,41.0-42.0,431504,3452032
20240724212857,192.168.100.25,50694,192.168.100.26,5001,2,41.0-42.0,435848,3486784
20240724212857,192.168.100.25,0,192.168.100.26,5001,-1,41.0-42.0,867352,6938816
20240724212858,192.168.100.25,50690,192.168.100.26,5001,1,42.0-43.0,437296,3498368
20240724212858,192.168.100.25,50694,192.168.100.26,5001,2,42.0-43.0,443088,3544704
20240724212858,192.168.100.25,0,192.168.100.26,5001,-1,42.0-43.0,880384,7043072
20240724212859,192.168.100.25,50690,192.168.100.26,5001,1,43.0-44.0,444536,3556288
20240724212859,192.168.100.25,50694,192.168.100.26,5001,2,43.0-44.0,445984,3567872
20240724212859,192.168.100.25,0,192.168.100.26,5001,-1,43.0-44.0,890520,7124160
20240724212900,192.168.100.25,50690,192.168.100.26,5001,1,44.0-45.0,435848,3486784
20240724212900,192.168.100.25,50694,192.168.100.26,5001,2,44.0-45.0,438744,3509952
