20241107124024,10.1.1.10,42806,10.1.1.11,5001,1,0.0-1.0,545960,4367680
20241107124024,10.1.1.10,42818,10.1.1.11,5001,2,0.0-1.0,433016,3464128
20241107124024,10.1.1.10,0,10.1.1.11,5001,-1,0.0-1.0,978976,7831808
20241107124025,10.1.1.10,42806,10.1.1.11,5001,1,1.0-2.0,427160,3417280
20241107124025,10.1.1.10,42818,10.1.1.11,5001,2,1.0-2.0,441640,3533120
20241107124025,10.1.1.10,0,10.1.1.11,5001,-1,1.0-2.0,868800,6950400
20241107124026,10.1.1.10,42806,10.1.1.11,5001,1,2.0-3.0,438744,3509952
20241107124026,10.1.1.10,42818,10.1.1.11,5001,2,2.0-3.0,438744,3509952
20241107124026,10.1.1.10,0,10.1.1.11,5001,-1,2.0-3.0,877488,7019904
20241107124027,10.1.1.10,42806,10.1.1.11,5001,1,3.0-4.0,430056,3440448
20241107124027,10.1.1.10,42818,10.1.1.11,5001,2,3.0-4.0,451776,3614208
20241107124027,10.1.1.10,0,10.1.1.11,5001,-1,3.0-4.0,881832,7054656
20241107124028,10.1.1.10,42806,10.1.1.11,5001,1,4.0-5.0,435848,3486784
20241107124028,10.1.1.10,42818,10.1.1.11,5001,2,4.0-5.0,437296,3498368
20241107124028,10.1.1.10,0,10.1.1.11,5001,-1,4.0-5.0,873144,6985152
20241107124029,10.1.1.10,42806,10.1.1.11,5001,1,5.0-6.0,434400,3475200
20241107124029,10.1.1.10,42818,10.1.1.11,5001,2,5.0-6.0,434400,3475200
20241107124029,10.1.1.10,0,10.1.1.11,5001,-1,5.0-6.0,868800,6950400
20241107124030,10.1.1.10,42806,10.1.1.11,5001,1,6.0-7.0,447432,3579456
20241107124030,10.1.1.10,42818,10.1.1.11,5001,2,6.0-7.0,447432,3579456
20241107124030,10.1.1.10,0,10.1.1.11,5001,-1,6.0-7.0,894864,7158912
20241107124031,10.1.1.10,42806,10.1.1.11,5001,1,7.0-8.0,430056,3440448
20241107124031,10.1.1.10,42818,10.1.1.11,5001,2,7.0-8.0,437296,3498368
20241107124031,10.1.1.10,0,10.1.1.11,5001,-1,7.0-8.0,867352,6938816
