20241120101526,10.1.1.10,34956,10.1.1.11,5001,1,0.0-1.0,1068690,8549520,1.902,20,747,2.677,0
20241120101527,10.1.1.10,34956,10.1.1.11,5001,1,1.0-2.0,1071630,8573040,1.991,71,800,8.875,0
20241120101528,10.1.1.10,34956,10.1.1.11,5001,1,2.0-3.0,1067220,8537760,2.044,120,846,14.184,0
20241120101529,10.1.1.10,34956,10.1.1.11,5001,1,3.0-4.0,1068690,8549520,1.984,170,897,18.952,0
20241120101530,10.1.1.10,34956,10.1.1.11,5001,1,4.0-5.0,1073100,8584800,1.835,221,951,23.239,0
20241120101531,10.1.1.10,34956,10.1.1.11,5001,1,5.0-6.0,1068690,8549520,1.797,270,997,27.081,0
20241120101532,10.1.1.10,34956,10.1.1.11,5001,1,6.0-7.0,1070160,8561280,0.316,224,952,23.529,0
20241120101533,10.1.1.10,34956,10.1.1.11,5001,1,7.0-8.0,1073100,8584800,2.234,89,819,10.867,0
20241120101534,10.1.1.10,34956,10.1.1.11,5001,1,8.0-9.0,1068690,8549520,1.733,138,865,15.954,0
20241120101535,10.1.1.10,34956,10.1.1.11,5001,1,9.0-10.0,1068690,8549520,2.999,189,916,20.633,0
20241120101536,10.1.1.10,34956,10.1.1.11,5001,1,10.0-11.0,1067220,8537760,0.514,238,964,24.689,0
20241120101537,10.1.1.10,34956,10.1.1.11,5001,1,11.0-12.0,1070160,8561280,0.322,142,870,16.322,0
20241120101538,10.1.1.10,34956,10.1.1.11,5001,1,12.0-13.0,1070160,8561280,4.655,110,838,13.126,0
20241120101539,10.1.1.10,34956,10.1.1.11,5001,1,13.0-14.0,1061340,8490720,1.961,160,882,18.141,0
20241120101540,10.1.1.10,34956,10.1.1.11,5001,1,14.0-15.0,1068690,8549520,2.161,210,937,22.412,0
20241120101541,10.1.1.10,34956,10.1.1.11,5001,1,15.0-16.0,1061340,8490720,0.476,230,952,24.160,0
20241120101542,10.1.1.10,34956,10.1.1.11,5001,1,16.0-17.0,1064280,8514240,2.454,90,814,11.057,0
20241120101543,10.1.1.10,34956,10.1.1.11,5001,1,17.0-18.0,1068690,8549520,2.024,131,858,15.268,0
20241120101544,10.1.1.10,34956,10.1.1.11,5001,1,18.0-19.0,1064280,8514240,1.824,180,904,19.912,0
20241120101545,10.1.1.10,34956,10.1.1.11,5001,1,19.0-20.0,1065750,8526000,0.471,231,956,24.163,0
20241120101546,10.1.1.10,34956,10.1.1.11,5001,1,20.0-21.0,1068690,8549520,0.292,171,898,19.042,0
20241120101547,10.1.1.10,34956,10.1.1.11,5001,1,21.0-22.0,1071630,8573040,1.942,101,830,12.169,0
20241120101548,10.1.1.10,34956,10.1.1.11,5001,1,22.0-23.0,1073100,8584800,2.832,152,882,17.234,0
20241120101549,10.1.1.10,34956,10.1.1.11,5001,1,23.0-24.0,1068690,8549520,4.200,201,928,21.659,0
20241120101550,10.1.1.10,34956,10.1.1.11,5001,1,24.0-25.0,1071630,8573040,0.496,223,952,23.424,0
20241120101551,10.1.1.10,34956,10.1.1.11,5001,1,25.0-26.0,1071630,8573040,1.719,92,821,11.206,0
20241120101552,10.1.1.10,34956,10.1.1.11,5001,1,26.0-27.0,1071630,8573040,4.052,129,858,15.035,0
20241120101553,10.1.1.10,34956,10.1.1.11,5001,1,27.0-28.0,1071630,8573040,2.987,179,908,19.714,0
20241120101554,10.1.1.10,34956,10.1.1.11,5001,1,28.0-29.0,1073100,8584800,0.484,230,960,23.958,0
20241120101555,10.1.1.10,34956,10.1.1.11,5001,1,29.0-30.0,1070160,8561280,0.318,150,878,17.084,0
